doc_id,majortopic,sim,nbPrediction
24345,16,2,17.0
425,2,2,18.0
17961,16,2,17.0
18836,19,2,14.0
22930,16,2,14.0
12591,12,2,10.0
11445,15,2,13.0
5698,15,2,13.0
29262,100,2,20.0
492,100,2,20.0
12871,100,2,14.0
24370,100,2,20.0
5260,16,2,14.0
24834,16,2,14.0
292,12,2,14.0
30905,19,2,17.0
16223,15,2,20.0
19434,15,2,13.0
26432,4,2,0.0
7634,20,2,18.0
7495,16,2,14.0
13952,20,2,18.0
12550,3,2,2.0
6611,100,2,20.0
11850,20,2,18.0
6686,100,2,20.0
12159,20,2,18.0
8161,100,2,19.0
18767,3,2,5.0
15728,20,2,18.0
16134,3,2,2.0
6404,19,2,17.0
19222,15,2,13.0
29579,19,2,17.0
26057,14,2,12.0
24838,19,2,17.0
29146,100,2,10.0
14365,19,2,17.0
7376,21,2,17.0
10303,5,2,13.0
14243,20,2,18.0
8451,19,2,0.0
21124,16,2,14.0
24077,19,2,17.0
5138,19,2,20.0
3088,20,2,18.0
25640,8,2,14.0
24854,100,2,20.0
23191,12,2,10.0
18342,16,2,14.0
7261,20,2,18.0
24869,12,2,10.0
19972,12,2,10.0
7741,17,2,10.0
10707,4,2,3.0
21074,16,2,14.0
18846,16,2,14.0
26371,16,2,14.0
7035,20,2,20.0
2312,19,2,17.0
28596,100,2,20.0
13217,20,2,18.0
15336,100,2,20.0
9124,16,2,14.0
12911,12,2,10.0
590,10,2,20.0
2019,100,2,6.0
22279,16,2,14.0
1076,19,2,18.0
28872,2,2,1.0
2857,20,2,18.0
6470,20,2,18.0
29946,19,2,16.0
6054,19,2,17.0
4599,3,2,2.0
9485,19,2,14.0
25355,16,2,18.0
16363,10,2,4.0
23243,15,2,13.0
4819,12,2,10.0
1799,20,2,18.0
3204,21,2,20.0
3201,12,2,10.0
6939,20,2,18.0
4578,20,2,18.0
29615,15,2,13.0
3210,19,2,17.0
12532,3,2,2.0
20394,1,2,0.0
23648,3,2,0.0
24706,3,2,2.0
19065,12,2,13.0
26163,100,2,20.0
30133,12,2,10.0
7041,19,2,17.0
29747,8,2,7.0
9403,100,2,20.0
21350,100,2,20.0
13944,2,2,18.0
15556,2,2,20.0
20762,15,2,13.0
15409,16,2,14.0
29923,17,2,15.0
2898,3,2,2.0
3053,2,2,14.0
15513,6,2,15.0
8124,20,2,18.0
18763,100,2,20.0
20107,19,2,17.0
16081,5,2,4.0
12958,100,2,19.0
12729,17,2,15.0
27658,3,2,2.0
29179,1,2,12.0
27476,100,2,20.0
7698,20,2,18.0
1817,20,2,18.0
10556,19,2,17.0
6720,100,2,20.0
22124,19,2,17.0
19393,16,2,1.0
16003,19,2,17.0
12291,19,2,17.0
3887,2,2,2.0
30932,16,2,14.0
17655,2,2,1.0
25371,15,2,10.0
8771,1,2,0.0
25419,12,2,10.0
30065,16,2,14.0
880,15,2,13.0
2808,20,2,18.0
29644,16,2,18.0
25444,16,2,14.0
17311,16,2,14.0
15603,6,2,5.0
7328,19,2,17.0
26674,16,2,14.0
5595,100,2,20.0
23245,19,2,17.0
19153,3,2,14.0
6365,20,2,18.0
30929,2,2,1.0
20005,19,2,17.0
16563,1,2,0.0
6230,16,2,14.0
10686,19,2,17.0
25769,19,2,14.0
10387,6,2,20.0
10119,19,2,17.0
8444,100,2,17.0
23678,19,2,14.0
24831,20,2,18.0
23567,20,2,18.0
24065,18,2,16.0
17182,10,2,17.0
4083,19,2,17.0
27431,10,2,9.0
18901,15,2,13.0
7258,3,2,20.0
27082,3,2,2.0
3293,19,2,16.0
13729,19,2,17.0
8632,100,2,20.0
19041,15,2,20.0
9343,7,2,6.0
26111,8,2,14.0
13497,3,2,2.0
22392,12,2,10.0
9222,20,2,17.0
20902,100,2,2.0
26714,100,2,20.0
1995,20,2,18.0
21116,100,2,20.0
5182,100,2,20.0
30585,20,2,18.0
25536,3,2,2.0
29286,10,2,9.0
28915,6,2,20.0
20557,20,2,18.0
12116,19,2,17.0
8537,2,2,10.0
21547,19,2,17.0
5425,16,2,14.0
8859,20,2,18.0
28859,15,2,13.0
7491,10,2,4.0
26234,16,2,14.0
467,20,2,18.0
9829,17,2,15.0
23539,19,2,13.0
17979,20,2,18.0
5405,18,2,18.0
9159,12,2,10.0
14233,17,2,15.0
4712,6,2,5.0
24660,16,2,17.0
21289,16,2,14.0
20955,16,2,14.0
12575,13,2,1.0
1222,12,2,10.0
28895,19,2,14.0
19351,19,2,17.0
12103,20,2,18.0
10599,19,2,17.0
11360,18,2,16.0
9390,12,2,1.0
4003,19,2,17.0
3437,16,2,17.0
24310,19,2,20.0
20384,19,2,14.0
10146,19,2,17.0
9998,6,2,20.0
6289,12,2,1.0
14245,19,2,17.0
12455,12,2,10.0
16319,3,2,2.0
2730,19,2,17.0
30315,19,2,17.0
5710,3,2,17.0
19875,20,2,18.0
5225,13,2,18.0
11621,17,2,2.0
21989,3,2,2.0
18689,5,2,4.0
26400,10,2,9.0
21574,19,2,2.0
24377,14,2,20.0
4101,19,2,17.0
26650,12,2,10.0
28277,2,2,1.0
27417,15,2,16.0
24388,10,2,15.0
7061,15,2,13.0
18334,19,2,17.0
18545,16,2,14.0
8348,14,2,10.0
10513,15,2,20.0
3952,6,2,5.0
18733,16,2,14.0
19493,100,2,20.0
19546,20,2,18.0
2359,100,2,20.0
22411,3,2,2.0
12290,20,2,18.0
1452,1,2,0.0
9113,3,2,2.0
9724,19,2,16.0
11465,19,2,14.0
5928,20,2,18.0
2194,100,2,20.0
6403,2,2,14.0
28128,19,2,17.0
24326,16,2,14.0
2887,16,2,14.0
30435,12,2,13.0
22462,9,2,20.0
14440,19,2,17.0
25254,2,2,18.0
26863,20,2,10.0
6116,16,2,14.0
30265,16,2,14.0
25206,12,2,10.0
3321,19,2,14.0
22174,100,2,20.0
8372,3,2,2.0
638,19,2,17.0
21628,100,2,20.0
24082,19,2,17.0
13576,20,2,18.0
5467,12,2,17.0
30345,5,2,3.0
8837,20,2,18.0
22609,16,2,14.0
24936,100,2,20.0
3310,10,2,9.0
19650,12,2,10.0
25080,16,2,14.0
4742,2,2,10.0
853,7,2,2.0
22127,19,2,17.0
8888,20,2,18.0
27114,12,2,18.0
26022,16,2,14.0
11599,3,2,2.0
7312,12,2,10.0
7471,3,2,2.0
27547,17,2,15.0
24860,16,2,14.0
8873,20,2,18.0
3629,13,2,11.0
3606,3,2,2.0
14542,20,2,0.0
15238,16,2,14.0
30773,100,2,20.0
14858,19,2,17.0
30121,19,2,17.0
1451,19,2,14.0
9668,6,2,5.0
13662,20,2,18.0
20063,100,2,20.0
8747,12,2,10.0
19341,100,2,20.0
8270,17,2,15.0
22849,100,2,20.0
7248,100,2,20.0
29223,6,2,5.0
21476,16,2,17.0
3469,19,2,17.0
30282,20,2,18.0
6912,19,2,17.0
29222,16,2,17.0
9168,19,2,17.0
28156,19,2,14.0
22117,20,2,18.0
24419,16,2,14.0
17566,21,2,12.0
5236,3,2,2.0
270,18,2,16.0
19078,3,2,2.0
26664,19,2,17.0
19511,12,2,10.0
3346,20,2,10.0
28912,21,2,9.0
20085,12,2,10.0
23498,21,2,19.0
14521,1,2,0.0
29250,19,2,17.0
28565,20,2,18.0
27912,12,2,20.0
29540,16,2,14.0
6752,3,2,2.0
28081,19,2,17.0
30203,16,2,17.0
10545,100,2,12.0
15062,100,2,20.0
13889,8,2,0.0
483,20,2,18.0
3063,20,2,18.0
11116,1,2,0.0
12379,3,2,2.0
99,19,2,14.0
29001,2,2,1.0
6348,19,2,17.0
9478,19,2,17.0
11310,20,2,18.0
22428,16,2,14.0
23666,20,2,18.0
23199,3,2,2.0
21920,16,2,14.0
19455,100,2,20.0
18997,100,2,20.0
6325,16,2,14.0
9217,13,2,10.0
3556,8,2,13.0
10331,20,2,18.0
23624,6,2,10.0
1362,19,2,17.0
14164,15,2,9.0
19518,19,2,17.0
6061,20,2,18.0
17375,2,2,18.0
3360,20,2,20.0
3872,19,2,17.0
24284,16,2,8.0
10259,19,2,14.0
7177,3,2,2.0
26753,19,2,14.0
6371,9,2,10.0
27754,100,2,20.0
26290,20,2,20.0
2127,20,2,18.0
22264,16,2,14.0
11302,3,2,18.0
17406,1,2,0.0
13293,19,2,5.0
25595,19,2,17.0
24924,19,2,14.0
24227,12,2,20.0
10787,100,2,20.0
15213,1,2,0.0
27565,2,2,5.0
7675,6,2,10.0
1674,10,2,9.0
22318,16,2,14.0
4120,16,2,17.0
22649,100,2,20.0
20575,20,2,18.0
12054,12,2,10.0
2008,1,2,0.0
15151,1,2,0.0
23609,16,2,14.0
10615,13,2,10.0
10335,21,2,6.0
12363,19,2,17.0
20577,16,2,14.0
29145,100,2,8.0
21284,3,2,2.0
11551,19,2,17.0
20787,15,2,13.0
6656,7,2,3.0
5064,19,2,20.0
30307,3,2,2.0
10623,20,2,18.0
14102,20,2,18.0
15701,4,2,20.0
11997,15,2,13.0
7146,7,2,6.0
12386,12,2,10.0
15396,16,2,14.0
10630,15,2,13.0
22407,100,2,20.0
15427,8,2,7.0
29914,100,2,13.0
16251,19,2,8.0
955,19,2,17.0
16993,16,2,14.0
11046,7,2,6.0
29666,1,2,12.0
5045,12,2,20.0
4620,6,2,0.0
13602,20,2,18.0
21522,16,2,14.0
18137,19,2,17.0
4482,19,2,20.0
13989,12,2,10.0
26249,19,2,17.0
26867,3,2,2.0
27852,100,2,20.0
15208,12,2,2.0
19238,21,2,19.0
1340,12,2,14.0
19918,19,2,17.0
8115,3,2,2.0
2695,1,2,13.0
16397,20,2,18.0
4213,18,2,16.0
17970,100,2,20.0
18550,19,2,17.0
30385,100,2,10.0
16858,19,2,14.0
28064,15,2,12.0
19593,100,2,2.0
13810,20,2,18.0
12714,15,2,13.0
30487,100,2,10.0
9006,19,2,14.0
29998,20,2,1.0
29995,19,2,17.0
16548,16,2,14.0
11301,3,2,2.0
7120,100,2,18.0
3674,19,2,17.0
11592,20,2,13.0
3854,16,2,14.0
18851,2,2,1.0
25021,16,2,14.0
9597,15,2,13.0
21349,16,2,14.0
6650,19,2,17.0
16747,16,2,14.0
4381,12,2,10.0
4103,12,2,10.0
6144,10,2,9.0
15749,19,2,17.0
14204,100,2,20.0
15355,19,2,17.0
26541,2,2,1.0
15722,100,2,19.0
26488,16,2,14.0
13296,17,2,1.0
16806,16,2,18.0
2419,16,2,18.0
11578,3,2,2.0
713,3,2,2.0
23086,2,2,1.0
22445,21,2,20.0
8216,6,2,17.0
3907,1,2,0.0
16202,3,2,20.0
22850,16,2,14.0
25388,19,2,17.0
16230,12,2,10.0
23512,16,2,14.0
11436,2,2,18.0
14793,20,2,0.0
8543,5,2,20.0
14622,19,2,17.0
11983,2,2,1.0
22915,12,2,10.0
690,19,2,3.0
16332,19,2,14.0
24628,2,2,1.0
26624,16,2,14.0
7112,20,2,18.0
15940,12,2,14.0
18113,100,2,2.0
25453,19,2,14.0
12625,3,2,2.0
19337,100,2,18.0
20675,19,2,17.0
2380,100,2,20.0
9114,19,2,17.0
13315,3,2,13.0
9202,6,2,5.0
6997,100,2,20.0
20794,16,2,14.0
19306,15,2,13.0
30026,16,2,14.0
21940,15,2,13.0
12475,1,2,18.0
25746,15,2,13.0
26983,19,2,14.0
7648,16,2,14.0
26227,19,2,17.0
1067,3,2,2.0
17824,20,2,18.0
594,12,2,10.0
5021,9,2,8.0
22681,19,2,17.0
7422,10,2,9.0
20137,15,2,13.0
23604,16,2,14.0
30883,7,2,20.0
22531,100,2,20.0
12692,20,2,18.0
6529,100,2,20.0
1974,15,2,5.0
15031,12,2,10.0
11753,3,2,2.0
10104,16,2,17.0
20547,3,2,2.0
7283,19,2,17.0
27359,20,2,10.0
26952,20,2,18.0
4807,12,2,10.0
20709,1,2,18.0
25161,20,2,18.0
10977,6,2,5.0
23114,15,2,2.0
19134,10,2,20.0
11349,20,2,18.0
18551,19,2,2.0
22335,12,2,13.0
29569,16,2,14.0
19576,7,2,20.0
17767,16,2,17.0
18999,2,2,1.0
1765,18,2,16.0
16770,16,2,14.0
13213,3,2,13.0
4956,17,2,9.0
26683,16,2,14.0
12607,12,2,10.0
24103,2,2,1.0
18125,19,2,17.0
15051,3,2,2.0
3290,10,2,9.0
18653,19,2,17.0
16310,14,2,20.0
6786,1,2,0.0
19718,16,2,14.0
26472,3,2,2.0
7813,10,2,9.0
28479,19,2,17.0
20959,12,2,10.0
8408,20,2,18.0
19856,13,2,17.0
643,4,2,0.0
27583,100,2,20.0
21001,16,2,17.0
2903,100,2,20.0
22304,16,2,17.0
571,19,2,17.0
8921,6,2,20.0
15642,20,2,7.0
8043,100,2,20.0
3485,13,2,8.0
26545,20,2,10.0
18394,12,2,10.0
2128,10,2,9.0
8729,18,2,16.0
8424,14,2,20.0
18339,3,2,2.0
23090,12,2,10.0
28513,15,2,13.0
18867,19,2,17.0
26364,20,2,14.0
8681,21,2,19.0
28865,3,2,2.0
2596,6,2,5.0
26359,19,2,17.0
3552,9,2,11.0
3337,19,2,17.0
9405,12,2,10.0
4838,20,2,18.0
24263,16,2,14.0
17410,19,2,14.0
28645,19,2,17.0
23569,16,2,14.0
28427,19,2,18.0
4833,100,2,15.0
22645,3,2,2.0
21165,16,2,14.0
21985,19,2,14.0
13357,19,2,17.0
13803,16,2,14.0
7745,12,2,14.0
14353,20,2,18.0
24459,6,2,5.0
2603,2,2,10.0
23246,20,2,18.0
6915,3,2,2.0
30157,15,2,19.0
5370,2,2,20.0
1983,6,2,5.0
26283,16,2,14.0
17267,15,2,13.0
21807,19,2,2.0
16467,19,2,17.0
7855,20,2,18.0
1782,17,2,15.0
1573,20,2,18.0
27149,20,2,18.0
10207,19,2,17.0
16182,100,2,20.0
3729,20,2,18.0
16820,16,2,14.0
29529,20,2,14.0
2929,8,2,13.0
1152,3,2,2.0
26620,15,2,20.0
15626,8,2,7.0
30757,19,2,17.0
23503,16,2,14.0
19172,3,2,2.0
13468,19,2,17.0
411,19,2,17.0
11271,5,2,11.0
28847,19,2,17.0
1107,12,2,17.0
12964,16,2,20.0
15573,21,2,13.0
23448,19,2,17.0
8041,15,2,13.0
15026,6,2,5.0
28952,6,2,2.0
26881,16,2,17.0
8213,100,2,18.0
20542,20,2,18.0
563,19,2,14.0
10017,19,2,14.0
9426,14,2,20.0
19129,100,2,20.0
12554,20,2,2.0
16280,9,2,8.0
20538,10,2,9.0
18893,12,2,10.0
14220,5,2,1.0
15873,4,2,6.0
2182,100,2,20.0
19317,6,2,5.0
12811,16,2,1.0
5061,15,2,17.0
12329,20,2,18.0
5304,2,2,1.0
7618,2,2,1.0
9464,1,2,0.0
18372,19,2,17.0
9484,19,2,14.0
24094,15,2,10.0
1443,16,2,14.0
26694,15,2,13.0
10039,19,2,17.0
4600,2,2,12.0
58,100,2,20.0
11777,19,2,17.0
6222,16,2,17.0
28651,16,2,14.0
6160,19,2,17.0
289,3,2,0.0
26988,16,2,14.0
22207,19,2,17.0
22313,19,2,17.0
12744,12,2,10.0
17413,3,2,2.0
29881,3,2,2.0
21147,100,2,13.0
26032,16,2,14.0
18310,12,2,20.0
1625,10,2,9.0
30027,15,2,20.0
21384,16,2,14.0
16017,14,2,20.0
1807,19,2,17.0
14407,3,2,2.0
3186,16,2,14.0
17059,16,2,14.0
1459,20,2,18.0
16034,3,2,10.0
3090,10,2,17.0
28406,19,2,17.0
10818,1,2,0.0
7728,20,2,18.0
13505,1,2,0.0
18010,16,2,14.0
3415,8,2,7.0
26792,16,2,14.0
3281,20,2,18.0
510,19,2,17.0
17844,100,2,10.0
28315,16,2,14.0
27536,2,2,1.0
23710,12,2,10.0
25342,19,2,17.0
24689,16,2,14.0
27150,12,2,17.0
2396,20,2,18.0
27495,19,2,14.0
13435,16,2,14.0
28828,100,2,20.0
23251,2,2,1.0
7778,100,2,20.0
1266,20,2,18.0
15199,6,2,20.0
18199,16,2,20.0
20805,4,2,10.0
26974,20,2,18.0
21183,16,2,14.0
5501,15,2,13.0
5360,19,2,4.0
8646,20,2,18.0
22292,16,2,14.0
16050,15,2,2.0
2460,20,2,1.0
30606,6,2,5.0
29985,20,2,1.0
3223,16,2,14.0
10256,16,2,14.0
19036,12,2,10.0
15887,19,2,17.0
17223,16,2,14.0
14184,20,2,16.0
14088,19,2,17.0
21787,19,2,17.0
17149,16,2,20.0
2590,19,2,15.0
16775,16,2,14.0
26919,100,2,20.0
11739,9,2,2.0
6591,20,2,18.0
10208,19,2,14.0
23418,19,2,17.0
30387,6,2,20.0
19999,12,2,10.0
12239,100,2,20.0
22150,6,2,5.0
28982,20,2,18.0
12626,19,2,17.0
13350,2,2,18.0
22862,15,2,13.0
10189,2,2,1.0
25314,100,2,20.0
25468,12,2,10.0
12937,20,2,18.0
18535,2,2,14.0
18694,19,2,17.0
12210,2,2,18.0
30546,19,2,17.0
8968,19,2,17.0
30124,19,2,17.0
5910,12,2,14.0
6122,16,2,14.0
18932,16,2,14.0
8677,20,2,18.0
26751,15,2,13.0
26621,3,2,2.0
17138,100,2,20.0
24201,16,2,14.0
15160,3,2,2.0
13106,15,2,15.0
25380,16,2,20.0
28958,16,2,14.0
28265,19,2,17.0
6808,17,2,2.0
3815,3,2,18.0
17560,4,2,3.0
15468,12,2,20.0
12756,16,2,14.0
25999,15,2,15.0
13881,20,2,18.0
24520,100,2,17.0
23804,16,2,14.0
4903,100,2,20.0
21474,16,2,14.0
21319,19,2,17.0
30060,10,2,9.0
29014,6,2,5.0
2274,20,2,18.0
9143,20,2,18.0
11381,5,2,4.0
30020,12,2,12.0
23668,3,2,2.0
11985,16,2,16.0
7993,21,2,17.0
5002,3,2,2.0
11661,3,2,2.0
29197,100,2,11.0
11110,19,2,17.0
10362,3,2,2.0
4788,1,2,0.0
26071,16,2,14.0
13868,100,2,20.0
26632,15,2,16.0
10476,100,2,20.0
13158,20,2,18.0
12306,17,2,15.0
15205,6,2,5.0
28023,12,2,10.0
1595,19,2,17.0
17359,1,2,18.0
3180,19,2,20.0
1722,100,2,20.0
15338,20,2,18.0
11431,3,2,2.0
11495,20,2,18.0
29420,19,2,17.0
4097,17,2,15.0
93,100,2,20.0
28381,19,2,17.0
8553,3,2,2.0
29328,21,2,19.0
19240,15,2,13.0
8838,19,2,16.0
27655,19,2,20.0
23623,100,2,20.0
30503,8,2,2.0
29064,100,2,10.0
12285,5,2,0.0
30230,14,2,4.0
28369,16,2,14.0
42,19,2,17.0
24917,16,2,14.0
12732,100,2,18.0
13919,20,2,20.0
22431,100,2,20.0
908,12,2,14.0
15455,1,2,4.0
15632,2,2,10.0
5607,100,2,20.0
16207,16,2,14.0
13660,17,2,20.0
14762,4,2,3.0
29411,100,2,20.0
24437,12,2,13.0
6578,3,2,2.0
21366,16,2,17.0
28537,16,2,14.0
438,20,2,18.0
164,19,2,17.0
13679,5,2,4.0
1762,1,2,0.0
30481,20,2,18.0
26854,12,2,13.0
437,13,2,20.0
14402,12,2,10.0
24703,16,2,17.0
13559,12,2,10.0
18934,6,2,4.0
3836,19,2,17.0
6425,19,2,17.0
7947,20,2,18.0
24970,1,2,0.0
20143,100,2,20.0
13464,100,2,18.0
6821,20,2,18.0
8066,1,2,1.0
13659,1,2,0.0
7731,3,2,2.0
4005,16,2,10.0
14548,1,2,10.0
10155,19,2,17.0
4394,19,2,17.0
728,3,2,2.0
12739,100,2,18.0
16973,16,2,14.0
11868,3,2,2.0
21846,3,2,20.0
14716,15,2,13.0
15159,20,2,18.0
30911,16,2,18.0
5707,3,2,10.0
18299,19,2,17.0
27332,2,2,14.0
17412,19,2,17.0
15797,100,2,20.0
466,19,2,17.0
22936,16,2,17.0
22895,100,2,20.0
7524,100,2,20.0
19391,18,2,0.0
27904,100,2,20.0
26220,16,2,18.0
13208,9,2,8.0
14767,12,2,10.0
29863,6,2,15.0
2305,19,2,17.0
23093,16,2,14.0
18652,19,2,17.0
24812,100,2,15.0
27739,3,2,10.0
12856,100,2,18.0
28442,16,2,15.0
80,19,2,17.0
24170,9,2,10.0
13442,1,2,0.0
26161,100,2,20.0
25463,3,2,2.0
4536,20,2,18.0
5268,19,2,17.0
15804,20,2,18.0
19224,19,2,17.0
10113,20,2,18.0
19977,19,2,17.0
23738,15,2,17.0
3906,1,2,0.0
16140,3,2,2.0
981,19,2,17.0
11890,20,2,18.0
806,12,2,10.0
5414,100,2,20.0
7449,19,2,20.0
9781,12,2,10.0
13953,3,2,2.0
14311,3,2,2.0
29011,100,2,20.0
9121,12,2,10.0
18558,2,2,1.0
8118,1,2,0.0
11029,10,2,18.0
22347,100,2,20.0
23389,10,2,9.0
23811,19,2,17.0
468,20,2,18.0
4119,100,2,20.0
6482,20,2,18.0
18409,1,2,0.0
25509,19,2,14.0
16479,19,2,17.0
24734,16,2,17.0
4786,20,2,13.0
14811,20,2,18.0
16244,20,2,18.0
21897,100,2,6.0
21446,3,2,17.0
24071,6,2,5.0
30412,20,2,18.0
6195,16,2,14.0
28089,14,2,12.0
26024,16,2,17.0
15157,19,2,17.0
18351,19,2,17.0
30641,9,2,2.0
11518,20,2,20.0
19136,100,2,20.0
4687,1,2,0.0
5110,12,2,13.0
14470,20,2,18.0
17897,19,2,20.0
3259,100,2,11.0
24922,100,2,15.0
14211,1,2,0.0
11067,3,2,2.0
4190,20,2,18.0
719,5,2,9.0
11573,19,2,20.0
12983,15,2,20.0
28876,19,2,17.0
11428,3,2,17.0
8158,100,2,20.0
2367,100,2,20.0
3934,19,2,17.0
5833,3,2,2.0
15007,1,2,0.0
25362,20,2,18.0
21208,16,2,14.0
25340,16,2,14.0
25127,20,2,18.0
7518,20,2,18.0
23031,16,2,14.0
5201,16,2,14.0
13771,19,2,17.0
10205,15,2,20.0
20950,17,2,15.0
12399,100,2,20.0
18423,19,2,14.0
2658,19,2,2.0
21264,16,2,14.0
21282,16,2,14.0
10734,12,2,10.0
14110,13,2,18.0
20098,19,2,17.0
20554,15,2,13.0
29093,100,2,12.0
25110,20,2,18.0
19076,12,2,13.0
14860,100,2,20.0
27522,19,2,17.0
26499,17,2,15.0
21561,19,2,2.0
28438,10,2,9.0
25284,16,2,18.0
7175,3,2,2.0
23325,20,2,18.0
9474,100,2,20.0
6250,20,2,18.0
19581,6,2,5.0
20018,3,2,2.0
8846,16,2,14.0
20354,12,2,18.0
29130,16,2,14.0
339,12,2,1.0
15429,1,2,0.0
20118,12,2,10.0
1430,100,2,15.0
1990,20,2,18.0
2787,18,2,16.0
22812,19,2,18.0
14431,1,2,10.0
27807,19,2,20.0
19700,100,2,15.0
21701,19,2,17.0
18065,15,2,13.0
12380,3,2,2.0
10626,7,2,20.0
25862,12,2,1.0
12283,20,2,18.0
14007,19,2,17.0
20711,5,2,20.0
3925,19,2,17.0
28581,19,2,17.0
17196,20,2,18.0
14788,8,2,7.0
8493,20,2,18.0
6175,100,2,20.0
2537,6,2,1.0
26593,6,2,10.0
2551,19,2,9.0
29399,16,2,14.0
7017,19,2,17.0
28499,16,2,14.0
1568,3,2,20.0
20506,12,2,10.0
13940,20,2,18.0
18527,16,2,14.0
1534,2,2,18.0
15021,9,2,17.0
5294,1,2,0.0
15280,20,2,12.0
25575,20,2,13.0
15331,8,2,7.0
24577,19,2,14.0
25180,3,2,2.0
7580,2,2,1.0
12596,16,2,14.0
15545,15,2,20.0
20915,16,2,17.0
20668,15,2,13.0
13325,19,2,17.0
18155,16,2,14.0
14943,16,2,14.0
22511,19,2,17.0
17946,20,2,18.0
29799,19,2,17.0
8480,5,2,4.0
2215,19,2,17.0
9663,6,2,5.0
12105,17,2,20.0
18900,19,2,17.0
9334,16,2,14.0
21907,100,2,17.0
18584,12,2,10.0
9456,16,2,14.0
18962,7,2,6.0
30408,19,2,17.0
10881,15,2,10.0
7642,17,2,15.0
25055,3,2,10.0
1322,6,2,5.0
21862,20,2,17.0
29601,16,2,14.0
22253,15,2,13.0
30486,19,2,16.0
17092,16,2,2.0
26764,20,2,18.0
13548,13,2,3.0
11526,3,2,2.0
19112,19,2,17.0
26858,19,2,17.0
21693,16,2,14.0
14317,20,2,18.0
14160,19,2,17.0
6242,12,2,10.0
3732,20,2,18.0
30697,3,2,2.0
8217,19,2,17.0
11610,100,2,10.0
24480,2,2,1.0
10177,15,2,13.0
20601,20,2,14.0
21317,16,2,14.0
7534,1,2,0.0
758,100,2,17.0
10767,20,2,18.0
27821,16,2,14.0
11733,20,2,18.0
12719,4,2,3.0
1194,19,2,17.0
27444,3,2,2.0
20054,12,2,10.0
22107,9,2,8.0
21370,10,2,14.0
3913,17,2,14.0
27573,17,2,15.0
1613,1,2,0.0
780,16,2,14.0
26729,10,2,9.0
9750,3,2,2.0
2533,19,2,17.0
115,15,2,20.0
11118,19,2,17.0
4936,100,2,10.0
24943,16,2,17.0
3867,100,2,10.0
28017,19,2,17.0
10332,100,2,20.0
12128,20,2,18.0
26929,6,2,20.0
21655,20,2,18.0
9598,20,2,0.0
27742,16,2,17.0
5677,100,2,17.0
23550,4,2,3.0
5787,19,2,10.0
13459,17,2,15.0
19454,15,2,13.0
13359,4,2,12.0
30587,19,2,14.0
12083,20,2,18.0
21844,15,2,13.0
29715,20,2,18.0
168,20,2,18.0
10295,100,2,20.0
24529,19,2,17.0
