doc_id,majortopic,sim,nbPrediction
13179,8,3,7.0
3172,10,3,14.0
2651,19,3,17.0
5205,13,3,11.0
11421,3,3,2.0
6229,19,3,17.0
10364,9,3,10.0
15221,1,3,0.0
21548,15,3,20.0
22009,2,3,1.0
7323,19,3,17.0
17418,16,3,12.0
18508,19,3,17.0
29512,100,3,20.0
13002,100,3,20.0
14116,20,3,18.0
9061,20,3,18.0
7959,20,3,18.0
29336,17,3,20.0
21392,16,3,14.0
29021,100,3,17.0
19091,20,3,2.0
14983,15,3,0.0
2971,19,3,17.0
30526,19,3,17.0
11930,9,3,8.0
20358,100,3,10.0
29879,12,3,1.0
12060,20,3,18.0
16763,16,3,14.0
5676,16,3,2.0
25288,19,3,17.0
19621,13,3,11.0
5112,19,3,17.0
9764,19,3,20.0
26244,100,3,9.0
4468,100,3,20.0
1884,20,3,18.0
25549,16,3,17.0
20965,10,3,9.0
25406,100,3,3.0
22545,8,3,7.0
23898,20,3,18.0
4854,100,3,18.0
11502,17,3,15.0
30463,16,3,14.0
4806,4,3,3.0
22826,16,3,14.0
3017,12,3,10.0
24676,3,3,2.0
5885,19,3,17.0
27806,100,3,20.0
26876,19,3,17.0
3331,3,3,10.0
12015,20,3,18.0
2868,13,3,11.0
16142,3,3,2.0
22118,16,3,14.0
19635,100,3,20.0
25567,20,3,18.0
14667,3,3,2.0
29871,6,3,20.0
6824,19,3,17.0
11870,16,3,17.0
16273,19,3,0.0
11825,12,3,1.0
13039,20,3,18.0
898,19,3,17.0
15305,20,3,20.0
5334,3,3,2.0
22321,19,3,17.0
20681,19,3,17.0
6814,100,3,20.0
25023,16,3,14.0
18957,12,3,3.0
5330,1,3,0.0
23619,17,3,15.0
27801,15,3,20.0
13394,3,3,2.0
25439,16,3,20.0
25187,16,3,14.0
1905,10,3,9.0
6372,12,3,20.0
755,19,3,17.0
30244,2,3,1.0
23008,12,3,17.0
14626,10,3,20.0
19694,16,3,17.0
11202,20,3,18.0
25668,100,3,20.0
30796,19,3,14.0
29597,8,3,2.0
27271,3,3,10.0
18531,12,3,10.0
3160,100,3,0.0
12715,14,3,10.0
1667,19,3,17.0
5419,19,3,17.0
1585,100,3,20.0
29764,3,3,2.0
21167,3,3,2.0
25304,16,3,14.0
10807,20,3,18.0
16701,15,3,20.0
17219,20,3,18.0
26252,19,3,17.0
11979,20,3,18.0
2852,20,3,18.0
14573,1,3,13.0
15310,1,3,0.0
6317,19,3,17.0
30288,17,3,13.0
2485,20,3,18.0
21347,16,3,17.0
28935,19,3,1.0
20,15,3,0.0
10493,12,3,10.0
23667,100,3,20.0
5775,12,3,17.0
30537,3,3,2.0
20840,1,3,19.0
18805,16,3,17.0
7525,20,3,18.0
6632,10,3,13.0
29919,12,3,10.0
18681,19,3,17.0
14524,20,3,18.0
5494,16,3,20.0
6260,19,3,17.0
4462,3,3,2.0
25784,16,3,14.0
1404,16,3,14.0
8813,19,3,17.0
4511,6,3,5.0
11511,12,3,2.0
7747,16,3,14.0
13633,12,3,18.0
26681,20,3,18.0
21912,16,3,14.0
28161,12,3,10.0
9872,100,3,15.0
2981,19,3,17.0
30442,16,3,20.0
21324,100,3,20.0
11189,14,3,12.0
14572,7,3,6.0
5580,100,3,20.0
5901,19,3,17.0
4991,100,3,20.0
12981,19,3,17.0
12851,7,3,6.0
25290,19,3,17.0
12330,1,3,18.0
15292,2,3,15.0
23446,19,3,17.0
9557,3,3,1.0
27748,2,3,2.0
3292,2,3,1.0
19705,100,3,20.0
6580,20,3,18.0
20827,20,3,12.0
23056,12,3,10.0
9912,12,3,16.0
2444,19,3,17.0
25057,19,3,17.0
3821,100,3,10.0
11166,15,3,11.0
4554,19,3,17.0
30793,20,3,0.0
5992,20,3,18.0
2826,12,3,1.0
8031,20,3,18.0
21425,16,3,14.0
30304,14,3,20.0
5085,2,3,18.0
22537,7,3,6.0
22588,19,3,16.0
21551,100,3,20.0
15185,20,3,12.0
21818,19,3,17.0
6545,20,3,9.0
25402,19,3,17.0
25291,3,3,2.0
17972,7,3,6.0
22327,16,3,14.0
14675,1,3,0.0
24391,20,3,18.0
18556,16,3,14.0
25295,20,3,18.0
11919,20,3,18.0
10566,19,3,17.0
27606,3,3,2.0
19378,12,3,13.0
5917,16,3,14.0
2968,10,3,9.0
13677,12,3,10.0
1234,16,3,14.0
19739,7,3,20.0
8611,1,3,0.0
11835,16,3,14.0
22420,3,3,2.0
30363,19,3,7.0
24521,16,3,14.0
24908,2,3,5.0
30323,19,3,17.0
8919,100,3,20.0
1257,16,3,14.0
9193,16,3,17.0
10996,20,3,18.0
4393,6,3,0.0
22476,12,3,10.0
20878,6,3,5.0
22656,19,3,14.0
20246,19,3,17.0
12387,100,3,13.0
16013,9,3,17.0
7914,19,3,17.0
24343,100,3,20.0
9961,16,3,14.0
743,8,3,20.0
29681,16,3,14.0
18765,15,3,20.0
28170,19,3,14.0
14385,20,3,18.0
24297,12,3,17.0
26119,19,3,17.0
15144,5,3,1.0
21749,100,3,20.0
5066,20,3,18.0
30857,2,3,1.0
28696,2,3,1.0
13873,18,3,17.0
6471,16,3,17.0
21697,19,3,17.0
17766,12,3,10.0
7703,16,3,14.0
14153,20,3,18.0
8982,20,3,18.0
29960,19,3,17.0
5801,15,3,13.0
19860,2,3,1.0
25834,16,3,14.0
18697,10,3,9.0
14944,20,3,18.0
24756,16,3,14.0
27248,15,3,12.0
19230,20,3,14.0
3148,19,3,17.0
24872,19,3,17.0
3880,19,3,17.0
15453,12,3,10.0
3071,19,3,17.0
3576,19,3,17.0
2814,10,3,17.0
29023,100,3,20.0
849,16,3,14.0
27950,20,3,18.0
6275,16,3,14.0
24229,19,3,17.0
9326,9,3,8.0
26082,19,3,17.0
30618,100,3,1.0
4056,100,3,20.0
1513,100,3,20.0
9659,14,3,5.0
12388,3,3,20.0
4780,20,3,9.0
5127,4,3,3.0
3026,5,3,0.0
21196,16,3,5.0
29900,14,3,12.0
19466,19,3,17.0
8686,16,3,16.0
18850,12,3,20.0
24395,3,3,2.0
30439,20,3,18.0
20717,100,3,0.0
20569,19,3,17.0
27354,16,3,14.0
19987,16,3,14.0
30191,6,3,5.0
9754,19,3,14.0
18171,20,3,0.0
16428,19,3,20.0
10879,21,3,17.0
17142,100,3,20.0
21510,100,3,20.0
3409,3,3,10.0
21544,3,3,17.0
12690,9,3,8.0
16605,19,3,17.0
27893,15,3,19.0
21943,16,3,14.0
26921,100,3,9.0
29170,14,3,10.0
17570,6,3,5.0
6154,16,3,14.0
20331,100,3,0.0
14121,20,3,18.0
23308,8,3,7.0
11149,2,3,17.0
5784,19,3,17.0
13454,10,3,17.0
5675,19,3,10.0
618,10,3,9.0
6690,13,3,11.0
16018,100,3,14.0
1314,100,3,20.0
4480,1,3,0.0
26320,16,3,14.0
16426,100,3,18.0
29232,15,3,10.0
21391,2,3,1.0
28092,100,3,20.0
5999,2,3,18.0
10687,16,3,14.0
30258,20,3,18.0
29915,19,3,17.0
13971,19,3,17.0
17918,15,3,13.0
5926,7,3,19.0
3804,100,3,20.0
1262,100,3,20.0
12534,16,3,14.0
14375,7,3,6.0
27011,19,3,17.0
5372,100,3,18.0
13741,19,3,17.0
3208,19,3,17.0
28487,3,3,13.0
11284,15,3,13.0
26456,12,3,10.0
28560,100,3,20.0
26077,20,3,18.0
8310,20,3,18.0
20130,19,3,17.0
12093,20,3,13.0
11763,19,3,17.0
4436,17,3,15.0
13807,15,3,13.0
8371,3,3,15.0
2278,20,3,18.0
3369,100,3,5.0
6107,1,3,0.0
16434,19,3,17.0
10282,19,3,17.0
5745,100,3,13.0
2451,15,3,0.0
13887,20,3,18.0
28800,2,3,1.0
350,20,3,18.0
14894,100,3,20.0
18663,15,3,13.0
22111,2,3,1.0
493,1,3,20.0
11746,17,3,20.0
18784,12,3,13.0
20179,20,3,18.0
24539,16,3,14.0
26655,3,3,20.0
3096,20,3,18.0
4042,19,3,17.0
12220,19,3,17.0
22830,17,3,15.0
7867,20,3,17.0
12404,19,3,17.0
14851,2,3,18.0
7103,19,3,17.0
23548,100,3,20.0
14535,8,3,7.0
7729,14,3,16.0
25389,19,3,17.0
25933,2,3,20.0
15537,100,3,20.0
11749,20,3,18.0
27413,19,3,17.0
27987,100,3,20.0
6306,15,3,13.0
19520,6,3,20.0
2141,5,3,11.0
9558,1,3,13.0
29408,15,3,20.0
7884,19,3,17.0
7942,19,3,17.0
23757,20,3,18.0
1165,3,3,12.0
6943,16,3,14.0
22964,100,3,20.0
30238,10,3,9.0
11404,19,3,17.0
1650,10,3,20.0
7889,20,3,18.0
6412,16,3,14.0
9204,16,3,17.0
5466,12,3,14.0
16598,4,3,3.0
26212,100,3,20.0
1170,5,3,4.0
14305,20,3,18.0
21318,17,3,17.0
15744,3,3,2.0
6391,19,3,17.0
6334,16,3,14.0
3828,1,3,18.0
29533,12,3,17.0
25348,20,3,18.0
5871,100,3,20.0
24105,12,3,17.0
22605,16,3,14.0
22694,4,3,3.0
28375,20,3,20.0
22468,3,3,2.0
4783,19,3,17.0
5203,100,3,20.0
14313,19,3,17.0
6517,19,3,17.0
21730,9,3,10.0
30552,20,3,20.0
16382,16,3,17.0
1965,6,3,17.0
21062,16,3,17.0
6694,100,3,20.0
6291,16,3,14.0
16028,100,3,20.0
30605,16,3,14.0
30675,20,3,18.0
25250,16,3,14.0
23916,20,3,18.0
23129,12,3,13.0
17100,16,3,2.0
20962,16,3,14.0
17885,19,3,0.0
4917,19,3,17.0
19993,19,3,17.0
9756,19,3,14.0
11702,20,3,13.0
11496,100,3,19.0
4990,3,3,2.0
17626,1,3,0.0
7365,19,3,18.0
25326,19,3,17.0
25157,5,3,9.0
28336,6,3,1.0
25514,12,3,13.0
12919,3,3,2.0
7842,15,3,19.0
16720,1,3,0.0
23570,100,3,20.0
24770,100,3,20.0
19219,100,3,0.0
7742,16,3,14.0
10443,100,3,7.0
17469,16,3,14.0
4299,13,3,2.0
4513,20,3,18.0
5834,19,3,16.0
28321,16,3,17.0
29588,16,3,14.0
8853,4,3,17.0
29114,16,3,14.0
2040,100,3,18.0
27839,100,3,20.0
24554,19,3,14.0
19594,6,3,5.0
25160,19,3,17.0
23730,5,3,20.0
23634,6,3,5.0
6096,6,3,20.0
13264,15,3,10.0
3612,10,3,9.0
5357,19,3,17.0
5023,16,3,14.0
11805,20,3,18.0
22091,19,3,17.0
11542,19,3,17.0
21986,20,3,18.0
27190,16,3,5.0
22872,20,3,18.0
30450,9,3,10.0
22581,17,3,15.0
6,10,3,14.0
2821,100,3,18.0
25390,20,3,18.0
22046,16,3,14.0
23276,16,3,0.0
2315,20,3,18.0
2362,20,3,18.0
840,19,3,17.0
9274,20,3,18.0
20135,15,3,13.0
8171,3,3,5.0
287,3,3,2.0
30569,19,3,17.0
24743,5,3,17.0
28158,15,3,13.0
12938,16,3,14.0
31024,3,3,2.0
11947,100,3,20.0
30776,14,3,20.0
16059,8,3,19.0
851,19,3,17.0
5732,19,3,17.0
25796,16,3,20.0
21238,12,3,10.0
22709,16,3,14.0
2395,3,3,2.0
17632,100,3,10.0
4683,15,3,13.0
5603,19,3,14.0
9205,19,3,17.0
19707,16,3,14.0
11629,19,3,17.0
24700,19,3,17.0
21890,16,3,14.0
9253,100,3,15.0
18668,16,3,14.0
9010,20,3,18.0
24232,16,3,18.0
10563,15,3,13.0
21766,3,3,2.0
20337,100,3,20.0
21099,16,3,14.0
5231,10,3,9.0
29090,19,3,14.0
12508,1,3,0.0
29602,19,3,17.0
22993,7,3,12.0
3685,19,3,17.0
1428,100,3,1.0
24837,19,3,14.0
25515,1,3,0.0
25875,16,3,14.0
4025,16,3,17.0
30638,19,3,17.0
23271,8,3,18.0
26235,19,3,1.0
13998,19,3,17.0
7596,20,3,18.0
13543,17,3,13.0
8386,16,3,14.0
23698,16,3,14.0
15977,16,3,14.0
2746,1,3,0.0
14823,12,3,10.0
14075,1,3,13.0
14253,6,3,5.0
23917,20,3,18.0
23468,12,3,2.0
17316,10,3,9.0
9605,7,3,6.0
944,19,3,17.0
3718,100,3,20.0
22755,15,3,13.0
6157,1,3,20.0
29537,12,3,10.0
22765,21,3,15.0
16394,100,3,17.0
67,100,3,20.0
13867,20,3,18.0
11111,20,3,18.0
12430,19,3,17.0
29456,16,3,14.0
26590,12,3,10.0
8794,14,3,12.0
5908,3,3,11.0
5807,19,3,17.0
2961,100,3,20.0
3652,12,3,10.0
29077,100,3,20.0
13579,20,3,1.0
21258,12,3,10.0
10404,19,3,17.0
16220,100,3,20.0
22896,1,3,0.0
7943,20,3,5.0
4864,12,3,15.0
12270,20,3,18.0
30272,16,3,19.0
29809,12,3,20.0
10552,19,3,20.0
5609,18,3,16.0
22558,6,3,5.0
29599,19,3,17.0
3050,19,3,17.0
16558,19,3,17.0
28530,12,3,4.0
11033,100,3,20.0
3164,19,3,20.0
8940,6,3,2.0
5152,19,3,10.0
5788,19,3,17.0
15092,8,3,7.0
8779,1,3,13.0
19943,17,3,14.0
12037,20,3,18.0
16057,100,3,18.0
8307,19,3,17.0
10558,100,3,20.0
12511,16,3,14.0
24486,16,3,14.0
24383,16,3,14.0
20838,16,3,14.0
8067,100,3,20.0
11304,19,3,17.0
15320,14,3,12.0
28113,19,3,17.0
9524,2,3,1.0
5858,100,3,18.0
28713,2,3,13.0
29334,9,3,20.0
13644,21,3,14.0
12346,12,3,10.0
26661,12,3,20.0
14117,16,3,14.0
24032,16,3,14.0
14797,20,3,18.0
14218,3,3,18.0
11720,100,3,10.0
23761,1,3,0.0
1724,13,3,11.0
13600,20,3,18.0
17255,16,3,14.0
21827,19,3,17.0
4923,19,3,17.0
20529,10,3,9.0
27736,19,3,17.0
16080,15,3,13.0
4523,19,3,14.0
26304,12,3,11.0
27329,2,3,1.0
25805,20,3,18.0
8931,100,3,20.0
30310,16,3,18.0
23677,2,3,20.0
6726,18,3,16.0
3325,19,3,14.0
23827,19,3,14.0
2456,20,3,18.0
10641,100,3,20.0
16526,19,3,20.0
16458,19,3,17.0
7355,19,3,17.0
17140,16,3,17.0
21854,19,3,17.0
22056,3,3,2.0
8573,12,3,10.0
21383,16,3,14.0
20746,21,3,15.0
25685,3,3,2.0
25483,13,3,18.0
11203,100,3,20.0
27367,19,3,14.0
26546,19,3,17.0
16995,16,3,14.0
17127,100,3,20.0
27142,19,3,1.0
29662,12,3,17.0
28281,19,3,17.0
24633,3,3,2.0
22176,3,3,2.0
9414,12,3,10.0
27480,3,3,2.0
19961,12,3,10.0
11104,20,3,18.0
10360,19,3,17.0
30806,20,3,20.0
1017,2,3,18.0
23942,20,3,18.0
16272,12,3,10.0
8162,16,3,14.0
20953,16,3,14.0
1101,20,3,18.0
10384,19,3,10.0
12539,19,3,17.0
21966,19,3,17.0
4241,19,3,14.0
3102,19,3,17.0
2334,100,3,20.0
20231,20,3,10.0
1315,20,3,20.0
29134,16,3,14.0
26825,20,3,18.0
3973,100,3,20.0
9910,12,3,10.0
15593,12,3,10.0
23342,14,3,20.0
712,1,3,14.0
23121,100,3,18.0
29735,19,3,17.0
6843,3,3,4.0
1456,12,3,10.0
24350,16,3,14.0
11714,100,3,20.0
27853,100,3,20.0
8786,2,3,1.0
21898,12,3,10.0
16437,3,3,2.0
13833,19,3,0.0
27673,19,3,17.0
23695,2,3,0.0
10801,20,3,0.0
4012,6,3,5.0
3087,6,3,1.0
13102,19,3,17.0
7734,100,3,18.0
12470,20,3,18.0
7918,20,3,18.0
1883,12,3,10.0
27920,16,3,20.0
3338,19,3,9.0
5240,1,3,0.0
27053,100,3,13.0
23162,12,3,10.0
26608,16,3,15.0
12941,100,3,20.0
2803,10,3,9.0
3395,16,3,14.0
13552,20,3,18.0
10103,100,3,20.0
15314,4,3,3.0
22273,20,3,17.0
8739,12,3,10.0
28047,20,3,20.0
27026,16,3,0.0
7235,100,3,5.0
26660,10,3,9.0
7401,12,3,10.0
6512,19,3,17.0
15123,20,3,18.0
2071,9,3,5.0
28916,21,3,19.0
11042,100,3,20.0
9194,14,3,11.0
4663,16,3,17.0
12914,6,3,5.0
3519,3,3,10.0
8323,19,3,0.0
30413,12,3,18.0
6390,6,3,5.0
5802,19,3,17.0
1188,19,3,15.0
23534,10,3,9.0
21922,100,3,20.0
21412,16,3,14.0
23353,19,3,20.0
20430,16,3,17.0
19855,16,3,11.0
27383,12,3,18.0
28732,3,3,2.0
26635,20,3,18.0
19887,20,3,18.0
7483,12,3,10.0
23725,20,3,18.0
23482,100,3,10.0
16825,10,3,9.0
27733,19,3,17.0
29929,8,3,7.0
7165,19,3,17.0
6416,3,3,10.0
1525,9,3,10.0
3480,12,3,10.0
15438,1,3,2.0
15975,19,3,17.0
5662,20,3,18.0
4234,19,3,17.0
29953,21,3,20.0
2796,15,3,13.0
19853,20,3,18.0
20752,15,3,13.0
21362,16,3,14.0
9702,19,3,17.0
1125,14,3,20.0
15181,5,3,4.0
7854,12,3,10.0
7643,16,3,14.0
20551,19,3,14.0
16192,3,3,2.0
18379,16,3,14.0
4304,3,3,2.0
25455,3,3,2.0
28034,19,3,17.0
1766,1,3,18.0
27761,100,3,20.0
9565,19,3,0.0
21746,100,3,0.0
16371,20,3,17.0
23462,20,3,18.0
3521,19,3,17.0
12835,20,3,20.0
4174,12,3,10.0
2350,100,3,20.0
763,6,3,11.0
27520,19,3,17.0
6181,2,3,20.0
4171,14,3,12.0
30006,100,3,20.0
21838,19,3,17.0
18426,12,3,10.0
19085,3,3,2.0
7254,16,3,14.0
25611,16,3,14.0
8437,19,3,17.0
19619,10,3,9.0
22394,12,3,18.0
11911,6,3,4.0
9835,2,3,10.0
25112,20,3,18.0
20979,16,3,14.0
9161,12,3,10.0
28999,3,3,2.0
6448,100,3,20.0
23453,16,3,14.0
19492,19,3,17.0
30831,14,3,12.0
21715,10,3,9.0
28918,19,3,17.0
20613,3,3,2.0
9590,20,3,0.0
6539,20,3,18.0
21143,12,3,14.0
16452,19,3,17.0
16546,9,3,20.0
10660,15,3,13.0
9959,16,3,14.0
1092,100,3,20.0
7202,20,3,20.0
